"","Program","Year","Period","State","State.ANSI","Fruit","crop_type","Totals","Fresh Market","Process Market","Metric","Domain","Domain.Category","Value","CV...."
"401","CENSUS",2019,"YEAR","MISSOURI",29,"STRAWBERRIES","ORGANIC","","SALES","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"402","CENSUS",2019,"YEAR","MISSOURI",29,"STRAWBERRIES","ORGANIC","","SALES","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"403","CENSUS",2019,"YEAR","MONTANA",30,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","4","47.2"
"404","CENSUS",2019,"YEAR","MONTANA",30,"STRAWBERRIES","ORGANIC","PRODUCTION","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","39","52.1"
"405","CENSUS",2019,"YEAR","MONTANA",30,"STRAWBERRIES","ORGANIC","SALES","","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","18,302","59.1"
"406","CENSUS",2019,"YEAR","MONTANA",30,"STRAWBERRIES","ORGANIC","SALES","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","39","52.1"
"407","CENSUS",2019,"YEAR","MONTANA",30,"STRAWBERRIES","ORGANIC","","OPERATIONS WITH SALES","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","4","47.2"
"408","CENSUS",2019,"YEAR","MONTANA",30,"STRAWBERRIES","ORGANIC","","SALES","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","18,302","59.1"
"409","CENSUS",2019,"YEAR","MONTANA",30,"STRAWBERRIES","ORGANIC","","SALES","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","39","52.1"
"410","CENSUS",2019,"YEAR","NEBRASKA",31,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","2","69.8"
"411","CENSUS",2019,"YEAR","NEBRASKA",31,"STRAWBERRIES","ORGANIC","PRODUCTION","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"412","CENSUS",2019,"YEAR","NEBRASKA",31,"STRAWBERRIES","ORGANIC","SALES","","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"413","CENSUS",2019,"YEAR","NEBRASKA",31,"STRAWBERRIES","ORGANIC","SALES","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"414","CENSUS",2019,"YEAR","NEBRASKA",31,"STRAWBERRIES","ORGANIC","","OPERATIONS WITH SALES","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","2","69.8"
"415","CENSUS",2019,"YEAR","NEBRASKA",31,"STRAWBERRIES","ORGANIC","","SALES","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"416","CENSUS",2019,"YEAR","NEBRASKA",31,"STRAWBERRIES","ORGANIC","","SALES","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"417","CENSUS",2019,"YEAR","NEVADA",32,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1","47.2"
"418","CENSUS",2019,"YEAR","NEVADA",32,"STRAWBERRIES","ORGANIC","PRODUCTION","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"419","CENSUS",2019,"YEAR","NEVADA",32,"STRAWBERRIES","ORGANIC","SALES","","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"420","CENSUS",2019,"YEAR","NEVADA",32,"STRAWBERRIES","ORGANIC","SALES","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"421","CENSUS",2019,"YEAR","NEVADA",32,"STRAWBERRIES","ORGANIC","","OPERATIONS WITH SALES","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1","47.2"
"422","CENSUS",2019,"YEAR","NEVADA",32,"STRAWBERRIES","ORGANIC","","SALES","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"423","CENSUS",2019,"YEAR","NEVADA",32,"STRAWBERRIES","ORGANIC","","SALES","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"424","CENSUS",2019,"YEAR","NEW HAMPSHIRE",33,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","4","15.7"
"425","CENSUS",2019,"YEAR","NEW HAMPSHIRE",33,"STRAWBERRIES","ORGANIC","PRODUCTION","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"426","CENSUS",2019,"YEAR","NEW HAMPSHIRE",33,"STRAWBERRIES","ORGANIC","SALES","","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","24,000","35.4"
"427","CENSUS",2019,"YEAR","NEW HAMPSHIRE",33,"STRAWBERRIES","ORGANIC","SALES","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"428","CENSUS",2019,"YEAR","NEW HAMPSHIRE",33,"STRAWBERRIES","ORGANIC","","OPERATIONS WITH SALES","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","4","15.7"
"429","CENSUS",2019,"YEAR","NEW HAMPSHIRE",33,"STRAWBERRIES","ORGANIC","","SALES","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","24,000","36"
"430","CENSUS",2019,"YEAR","NEW HAMPSHIRE",33,"STRAWBERRIES","ORGANIC","","SALES","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"431","CENSUS",2019,"YEAR","NEW JERSEY",34,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","10","15.7"
"432","CENSUS",2019,"YEAR","NEW JERSEY",34,"STRAWBERRIES","ORGANIC","PRODUCTION","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","208","33.3"
"433","CENSUS",2019,"YEAR","NEW JERSEY",34,"STRAWBERRIES","ORGANIC","SALES","","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"434","CENSUS",2019,"YEAR","NEW JERSEY",34,"STRAWBERRIES","ORGANIC","SALES","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","208","33.4"
"435","CENSUS",2019,"YEAR","NEW JERSEY",34,"STRAWBERRIES","ORGANIC","","OPERATIONS WITH SALES","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","10","15.7"
"436","CENSUS",2019,"YEAR","NEW JERSEY",34,"STRAWBERRIES","ORGANIC","","SALES","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"437","CENSUS",2019,"YEAR","NEW JERSEY",34,"STRAWBERRIES","ORGANIC","","SALES","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","208","33.8"
"438","CENSUS",2019,"YEAR","NEW MEXICO",35,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1","47.2"
"439","CENSUS",2019,"YEAR","NEW MEXICO",35,"STRAWBERRIES","ORGANIC","PRODUCTION","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"440","CENSUS",2019,"YEAR","NEW MEXICO",35,"STRAWBERRIES","ORGANIC","SALES","","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"441","CENSUS",2019,"YEAR","NEW MEXICO",35,"STRAWBERRIES","ORGANIC","SALES","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"442","CENSUS",2019,"YEAR","NEW MEXICO",35,"STRAWBERRIES","ORGANIC","","OPERATIONS WITH SALES","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1","47.2"
"443","CENSUS",2019,"YEAR","NEW MEXICO",35,"STRAWBERRIES","ORGANIC","","SALES","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"444","CENSUS",2019,"YEAR","NEW MEXICO",35,"STRAWBERRIES","ORGANIC","","SALES","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"445","CENSUS",2019,"YEAR","NEW YORK",36,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","36","27.3"
"446","CENSUS",2019,"YEAR","NEW YORK",36,"STRAWBERRIES","ORGANIC","PRODUCTION","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","2,260","32.6"
"447","CENSUS",2019,"YEAR","NEW YORK",36,"STRAWBERRIES","ORGANIC","SALES","","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","644,155","42.2"
"448","CENSUS",2019,"YEAR","NEW YORK",36,"STRAWBERRIES","ORGANIC","SALES","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","2,260","32.6"
"449","CENSUS",2019,"YEAR","NEW YORK",36,"STRAWBERRIES","ORGANIC","","OPERATIONS WITH SALES","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","34","28.7"
"450","CENSUS",2019,"YEAR","NEW YORK",36,"STRAWBERRIES","ORGANIC","","SALES","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"451","CENSUS",2019,"YEAR","NEW YORK",36,"STRAWBERRIES","ORGANIC","","SALES","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"452","CENSUS",2019,"YEAR","NEW YORK",36,"STRAWBERRIES","ORGANIC","","","OPERATIONS WITH SALES","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","2","95"
"453","CENSUS",2019,"YEAR","NEW YORK",36,"STRAWBERRIES","ORGANIC","","","SALES","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"454","CENSUS",2019,"YEAR","NEW YORK",36,"STRAWBERRIES","ORGANIC","","","SALES","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"455","CENSUS",2019,"YEAR","NORTH CAROLINA",37,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","7","43.9"
"456","CENSUS",2019,"YEAR","NORTH CAROLINA",37,"STRAWBERRIES","ORGANIC","PRODUCTION","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","300","94.1"
"457","CENSUS",2019,"YEAR","NORTH CAROLINA",37,"STRAWBERRIES","ORGANIC","SALES","","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","87,402","75.2"
"458","CENSUS",2019,"YEAR","NORTH CAROLINA",37,"STRAWBERRIES","ORGANIC","SALES","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","300","94.1"
"459","CENSUS",2019,"YEAR","NORTH CAROLINA",37,"STRAWBERRIES","ORGANIC","","OPERATIONS WITH SALES","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","7","43.9"
"460","CENSUS",2019,"YEAR","NORTH CAROLINA",37,"STRAWBERRIES","ORGANIC","","SALES","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","87,402","75.2"
"461","CENSUS",2019,"YEAR","NORTH CAROLINA",37,"STRAWBERRIES","ORGANIC","","SALES","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","300","94.1"
"462","CENSUS",2019,"YEAR","OHIO",39,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","17","50.7"
"463","CENSUS",2019,"YEAR","OHIO",39,"STRAWBERRIES","ORGANIC","PRODUCTION","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","315","56.9"
"464","CENSUS",2019,"YEAR","OHIO",39,"STRAWBERRIES","ORGANIC","SALES","","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","68,830","85"
"465","CENSUS",2019,"YEAR","OHIO",39,"STRAWBERRIES","ORGANIC","SALES","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","315","56.9"
"466","CENSUS",2019,"YEAR","OHIO",39,"STRAWBERRIES","ORGANIC","","OPERATIONS WITH SALES","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","17","50.7"
"467","CENSUS",2019,"YEAR","OHIO",39,"STRAWBERRIES","ORGANIC","","SALES","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","68,830","85"
"468","CENSUS",2019,"YEAR","OHIO",39,"STRAWBERRIES","ORGANIC","","SALES","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","315","56.9"
"469","CENSUS",2019,"YEAR","OKLAHOMA",40,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","4","95.2"
"470","CENSUS",2019,"YEAR","OKLAHOMA",40,"STRAWBERRIES","ORGANIC","PRODUCTION","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","880","(H)"
"471","CENSUS",2019,"YEAR","OKLAHOMA",40,"STRAWBERRIES","ORGANIC","SALES","","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","161,288","(H)"
"472","CENSUS",2019,"YEAR","OKLAHOMA",40,"STRAWBERRIES","ORGANIC","SALES","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","880","(H)"
"473","CENSUS",2019,"YEAR","OKLAHOMA",40,"STRAWBERRIES","ORGANIC","","OPERATIONS WITH SALES","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","4","95.2"
"474","CENSUS",2019,"YEAR","OKLAHOMA",40,"STRAWBERRIES","ORGANIC","","SALES","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","161,288","(H)"
"475","CENSUS",2019,"YEAR","OKLAHOMA",40,"STRAWBERRIES","ORGANIC","","SALES","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","880","(H)"
"476","CENSUS",2019,"YEAR","OREGON",41,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","21","42.5"
"477","CENSUS",2019,"YEAR","OREGON",41,"STRAWBERRIES","ORGANIC","PRODUCTION","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","5,081","(H)"
"478","CENSUS",2019,"YEAR","OREGON",41,"STRAWBERRIES","ORGANIC","SALES","","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1,728,809","(H)"
"479","CENSUS",2019,"YEAR","OREGON",41,"STRAWBERRIES","ORGANIC","SALES","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","5,081","(H)"
"480","CENSUS",2019,"YEAR","OREGON",41,"STRAWBERRIES","ORGANIC","","OPERATIONS WITH SALES","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","19","39.8"
"481","CENSUS",2019,"YEAR","OREGON",41,"STRAWBERRIES","ORGANIC","","SALES","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","505,658","59.6"
"482","CENSUS",2019,"YEAR","OREGON",41,"STRAWBERRIES","ORGANIC","","SALES","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1,004","38.9"
"483","CENSUS",2019,"YEAR","OREGON",41,"STRAWBERRIES","ORGANIC","","","OPERATIONS WITH SALES","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","3","(H)"
"484","CENSUS",2019,"YEAR","OREGON",41,"STRAWBERRIES","ORGANIC","","","SALES","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1,223,151","(H)"
"485","CENSUS",2019,"YEAR","OREGON",41,"STRAWBERRIES","ORGANIC","","","SALES","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","4,077","(H)"
"486","CENSUS",2019,"YEAR","PENNSYLVANIA",42,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","16","49"
"487","CENSUS",2019,"YEAR","PENNSYLVANIA",42,"STRAWBERRIES","ORGANIC","PRODUCTION","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","341","38.4"
"488","CENSUS",2019,"YEAR","PENNSYLVANIA",42,"STRAWBERRIES","ORGANIC","SALES","","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","89,572","35.1"
"489","CENSUS",2019,"YEAR","PENNSYLVANIA",42,"STRAWBERRIES","ORGANIC","SALES","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","341","38.4"
"490","CENSUS",2019,"YEAR","PENNSYLVANIA",42,"STRAWBERRIES","ORGANIC","","OPERATIONS WITH SALES","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","16","49"
"491","CENSUS",2019,"YEAR","PENNSYLVANIA",42,"STRAWBERRIES","ORGANIC","","SALES","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","89,572","35.1"
"492","CENSUS",2019,"YEAR","PENNSYLVANIA",42,"STRAWBERRIES","ORGANIC","","SALES","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","341","38.4"
"493","CENSUS",2019,"YEAR","RHODE ISLAND",44,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","2","15.7"
"494","CENSUS",2019,"YEAR","RHODE ISLAND",44,"STRAWBERRIES","ORGANIC","PRODUCTION","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"495","CENSUS",2019,"YEAR","RHODE ISLAND",44,"STRAWBERRIES","ORGANIC","SALES","","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"496","CENSUS",2019,"YEAR","RHODE ISLAND",44,"STRAWBERRIES","ORGANIC","SALES","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"497","CENSUS",2019,"YEAR","RHODE ISLAND",44,"STRAWBERRIES","ORGANIC","","OPERATIONS WITH SALES","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","2","15.7"
"498","CENSUS",2019,"YEAR","RHODE ISLAND",44,"STRAWBERRIES","ORGANIC","","SALES","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"499","CENSUS",2019,"YEAR","RHODE ISLAND",44,"STRAWBERRIES","ORGANIC","","SALES","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"500","CENSUS",2019,"YEAR","SOUTH CAROLINA",45,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","8","30.4"
"501","CENSUS",2019,"YEAR","SOUTH CAROLINA",45,"STRAWBERRIES","ORGANIC","PRODUCTION","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","332","76.3"
"502","CENSUS",2019,"YEAR","SOUTH CAROLINA",45,"STRAWBERRIES","ORGANIC","SALES","","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","85,229","83.4"
"503","CENSUS",2019,"YEAR","SOUTH CAROLINA",45,"STRAWBERRIES","ORGANIC","SALES","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","332","76.3"
"504","CENSUS",2019,"YEAR","SOUTH CAROLINA",45,"STRAWBERRIES","ORGANIC","","OPERATIONS WITH SALES","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","8","30.4"
"505","CENSUS",2019,"YEAR","SOUTH CAROLINA",45,"STRAWBERRIES","ORGANIC","","SALES","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","85,229","83.4"
"506","CENSUS",2019,"YEAR","SOUTH CAROLINA",45,"STRAWBERRIES","ORGANIC","","SALES","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","332","76.3"
"507","CENSUS",2019,"YEAR","SOUTH DAKOTA",46,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1","69.8"
"508","CENSUS",2019,"YEAR","SOUTH DAKOTA",46,"STRAWBERRIES","ORGANIC","PRODUCTION","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"509","CENSUS",2019,"YEAR","SOUTH DAKOTA",46,"STRAWBERRIES","ORGANIC","SALES","","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"510","CENSUS",2019,"YEAR","SOUTH DAKOTA",46,"STRAWBERRIES","ORGANIC","SALES","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"511","CENSUS",2019,"YEAR","SOUTH DAKOTA",46,"STRAWBERRIES","ORGANIC","","OPERATIONS WITH SALES","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1","69.8"
"512","CENSUS",2019,"YEAR","SOUTH DAKOTA",46,"STRAWBERRIES","ORGANIC","","SALES","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"513","CENSUS",2019,"YEAR","SOUTH DAKOTA",46,"STRAWBERRIES","ORGANIC","","SALES","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"514","CENSUS",2019,"YEAR","TENNESSEE",47,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","7","43.9"
"515","CENSUS",2019,"YEAR","TENNESSEE",47,"STRAWBERRIES","ORGANIC","PRODUCTION","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","219","94.1"
"516","CENSUS",2019,"YEAR","TENNESSEE",47,"STRAWBERRIES","ORGANIC","SALES","","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","35,934","75.2"
"517","CENSUS",2019,"YEAR","TENNESSEE",47,"STRAWBERRIES","ORGANIC","SALES","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","219","94.1"
"518","CENSUS",2019,"YEAR","TENNESSEE",47,"STRAWBERRIES","ORGANIC","","OPERATIONS WITH SALES","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","7","43.9"
"519","CENSUS",2019,"YEAR","TENNESSEE",47,"STRAWBERRIES","ORGANIC","","SALES","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","35,934","75.2"
"520","CENSUS",2019,"YEAR","TENNESSEE",47,"STRAWBERRIES","ORGANIC","","SALES","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","219","94.1"
"521","CENSUS",2019,"YEAR","VERMONT",50,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","26","23.2"
"522","CENSUS",2019,"YEAR","VERMONT",50,"STRAWBERRIES","ORGANIC","PRODUCTION","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1,051","39.3"
"523","CENSUS",2019,"YEAR","VERMONT",50,"STRAWBERRIES","ORGANIC","SALES","","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","486,870","34"
"524","CENSUS",2019,"YEAR","VERMONT",50,"STRAWBERRIES","ORGANIC","SALES","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1,051","39.3"
"525","CENSUS",2019,"YEAR","VERMONT",50,"STRAWBERRIES","ORGANIC","","OPERATIONS WITH SALES","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","26","23.2"
"526","CENSUS",2019,"YEAR","VERMONT",50,"STRAWBERRIES","ORGANIC","","SALES","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","486,870","34"
"527","CENSUS",2019,"YEAR","VERMONT",50,"STRAWBERRIES","ORGANIC","","SALES","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1,051","39.3"
"528","CENSUS",2019,"YEAR","VIRGINIA",51,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1","43.9"
"529","CENSUS",2019,"YEAR","VIRGINIA",51,"STRAWBERRIES","ORGANIC","PRODUCTION","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"530","CENSUS",2019,"YEAR","VIRGINIA",51,"STRAWBERRIES","ORGANIC","SALES","","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"531","CENSUS",2019,"YEAR","VIRGINIA",51,"STRAWBERRIES","ORGANIC","SALES","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"532","CENSUS",2019,"YEAR","VIRGINIA",51,"STRAWBERRIES","ORGANIC","","OPERATIONS WITH SALES","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1","43.9"
"533","CENSUS",2019,"YEAR","VIRGINIA",51,"STRAWBERRIES","ORGANIC","","SALES","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
